crawl_date,crawl_datetime,id,name,price,url,rooms,m2,height,type,elevator,seller_phone,description,euro_per_m2,seller,seller_url
2022-04-09,2022-04-09 16:35:58,93695890,Piso en calle de Esteban García Chico; Centro; Valladolid,167.000,/inmueble/93695890/,4,100,Planta 1ª,exterior con ascensor,yes,983 982 719,DOÑA ELVIRA INMOBILIARIA. VENDE..Piso EXTERIOR; junto a SAN PABLO; PLAZA DE LAS BRIGIDAS a cinco minutos de PASEO de las MORERAS; Patio...,1670.0,Doña Elvira Inmobiliaria,/pro/dona-elvira-inmobiliaria/
2022-04-09,2022-04-09 16:35:58,92498471,Piso en calle San Ignacio; Centro; Valladolid,367.500,/inmueble/92498471/,5,128,Planta 4ª,sin ascensor,no,911 369 652,¿Buscas comprar Piso en venta de 5 habitaciones en Valladolid? Te ofrecemos esta excelente oportunidad de adquirir en propiedad este Piso...,2871.09,Portal www.portalnow.com,/pro/portal/
2022-04-09,2022-04-09 16:35:58,93134170,Piso en calle de Fray Luis de León; 20; Centro; Valladolid,175.000,/inmueble/93134170/,3,86,Planta 2ª,exterior sin ascensor,no,983 984 013,PRECIOSA VIVIENDA; LUMINOSA Y MUY BIEN UBICADA EN TODO EL CENTRO DE VALLADOLID; A 5 MIN ANDANDO DE FUENTE DORADA..EL EDIFICIO NO TIENE...,2034.88,,
2022-04-09,2022-04-09 16:36:00,97308691,Piso en plaza de Poniente; Centro; Valladolid,485.000,/inmueble/97308691/,3,199,Planta 11ª,exterior con ascensor,yes,983 982 910,Vivienda amplia y luminosa con unas vistas únicas de la Plaza de Poniente y de la Rosaleda por un lado; y de la Plaza Mayor y todo el cas...,2437.19,,
2022-04-09,2022-04-09 16:36:00,96623767,Piso en Centro; Valladolid,299.000,/inmueble/96623767/,7,233,Planta 2ª,exterior sin ascensor,no,983 280 387,'TECNOCASA ZONA CENTRO VENDE; VIVIENDA DE 7 DORMITORIOS Y 3 BAÑOS..Vivienda de 233 metros construidos y 190 de vivienda..2º EXTERIOR; m...,1283.26,Tecnocasa La Victoria - Huerta del Rey - Centro,/pro/tecnocasa-lavictoria/
2022-04-09,2022-04-09 16:36:00,95690864,Piso en calle Nicolás Salmerón; Centro; Valladolid,139.000,/inmueble/95690864/,3,58,Planta 7ª,interior con ascensor,yes,983 981 042,Magnífico piso reformado; con ascensor y trastero; muy bien situado junto a la Plaza del Caño Argales..Se trata de una vivienda reformad...,2396.55,,
2022-04-09,2022-04-09 16:36:00,96983187,Piso en calle de la Independencia; Centro; Valladolid,187.200,/inmueble/96983187/,4,108,Planta 2ª,con ascensor,yes,983 982 906,Piso en venta en calle Independencia (Valladolid). Necesita reforma. Tiene 4 dormitorios salón; cocina y 1 baño. Calefacción central. Sue...,1733.33,Metro inmobiliaria,/pro/metro-inmobiliaria/
2022-04-09,2022-04-09 16:36:00,94566401,Piso en calle Independencia 10 & Calle García Valladolid; 2; Centro; Valladolid,223.000,/inmueble/94566401/,1,75,Planta 4ª,exterior con ascensor,yes,983 282 734,Excelente promoción de viviendas en el centro de Valladolid distribuidas en dos edificios con fachadas a las calles García Valladolid e I...,2973.33,,
2022-04-09,2022-04-09 16:36:00,96885791,Piso en calle de Labradores; Centro; Valladolid,115.000,/inmueble/96885791/,3,112,Planta 2ª,exterior con ascensor,yes,983 283 475,AVIVA INVERSIONES INMOBILIARIAS VENDE en exclusiva PISO en VALLADOLID; situado en la zona centro entre Plaza de COLON y CRUZ VERDE. Es un...,1026.79,,
2022-04-09,2022-04-09 16:36:00,96051928,Piso en calle San Antonio de Padua; 3; Centro; Valladolid,420.000,/inmueble/96051928/,4,145,Planta 3ª,exterior con ascensor,yes,983 280 726,Engel & Völkers les presenta esta extraordinaria vivienda; ubicada en un gran edificio de cinco plantas; de principios del siglo XX total...,2896.55,ENGEL & VÖLKERS ● Valladolid,/pro/engelvoelkersvalladolid/
